"Target","ARIMA","ETS","SVR","ELM","XGB","LSTM","MLP"
22204.4285714286,21540.3821556353,22202.8272318552,21920.9015074507,21412.7408215596,22735.5908581756,22752.9532246504,22457.3672239837
22204.4285714286,25198.3303442195,22496.9968195772,22134.4847571108,21862.1062328526,22855.7489039501,22553.5494993698,23224.7279834038
22204.4285714286,18203.6630496146,22330.19094,22491.9387419131,22225.4845480496,22933.5951243696,22358.588445953,23192.7393500152
22204.4285714286,26985.041422359,22258.4630975742,22429.4608129448,22387.5796831852,23082.831207826,22320.520366856,23296.3272418153
20405.5714285714,17900.0226999435,22227.6453340326,22104.4112632887,21603.223280869,23088.2545480274,22324.2476045234,22282.302221074
20405.5714285714,22259.9530211152,19522.6234466757,19407.1791334418,20350.1244684413,22675.4350569844,19838.6861192187,21325.0687158392
20405.5714285714,19438.0426476014,20025.7158097572,20156.3776682259,20051.7419530116,22334.7313329435,20042.9687567268,20655.1884831275
16694.4285714286,19079.0953654403,20242.3371416781,20265.6095935566,19646.512841152,21454.1330448786,20014.7422602347,20050.1510180746
16694.4285714286,16580.4031460441,14912.5313520578,14754.3007995807,15672.334868636,20565.9337047168,15354.3393409891,17682.5314774967
16694.4285714286,13791.1596270985,15927.5644334237,15996.9087153441,16389.5965632321,19850.1225965931,15906.6021918044,16370.093618532
16694.4285714286,19108.9619055023,16364.8324170052,16313.8170942096,15005.4963327279,18033.3943671272,15789.8084317148,15331.9183312569
14188.2857142857,13647.4146834038,16552.7925318348,16839.6176674725,16916.0790501249,17967.3580458335,16597.5615588895,15209.0904944567
14188.2857142857,14550.6431649153,12935.6960966313,12365.2843340901,12998.8996166357,17362.5247412707,13374.4258061974,14048.0524711524
14188.2857142857,13318.2568853227,13649.3090287482,13465.8894393699,13261.1431395759,16887.8603263483,13759.7447047134,13055.8289988268
10523.2857142857,13323.0561751241,13956.6503530826,14057.5951353545,14641.7120289697,15661.0215515466,13518.9417689187,13839.8262207565
10523.2857142857,9078.58286336789,8789.68331589631,8680.60431752147,7909.20072175102,14770.8835592085,9195.58338954335,11267.0131727911
10523.2857142857,9342.50983663844,9777.08669525873,9781.34144254126,12489.3871411338,14058.7333802169,9808.94781065839,9978.01712600958
10523.2857142857,11065.4312235554,10202.5483374674,10104.3358615389,7910.47278421015,12264.5954217442,9529.95639342637,8919.30015248912
10152.7142857143,9079.92121779632,10385.4522876251,10701.1401668885,9439.83949938562,12199.3792323342,10407.3125431083,9074.94722433033
10152.7142857143,11028.5260539023,9903.60194256577,9499.61499822044,9062.24104622553,12087.5655922365,9995.85412200008,9062.96631898199
10152.7142857143,9107.34040784382,10045.5873393766,9705.17751584171,10459.4109093701,12017.3797526033,10130.6349447653,8885.2001157403
9301,10625.6372965596,10106.6823321273,10123.8393754716,11928.82008412,11835.9718148056,10011.1399843437,10259.3677311284
9301,8555.5678793958,8853.2707537585,8855.17216288323,7685.73356020881,11632.880985971,8969.62833076715,9704.35482106038
